name,share1,industry,share2
台塑,3.47%,塑膠工業,9.40%
南亞塑膠,3.37%,塑膠工業,9.40%
台化,2.56%,塑膠工業,9.40%
遠東新,1.04%,紡織纖維,1.04%
中鋼,3.23%,鋼鐵工業,3.23%
奇美電子,1.75%,電子工業,2.70%
廣輝下市,0.53%,電子工業,2.70%
華寶通訊,0.42%,電子工業,2.70%
長榮海運,0.39%,航運業,0.90%
陽明海運,0.30%,航運業,0.90%
華航,0.21%,航運業,0.90%
彰化銀行,1.05%,金融保險業,22.74%
華南金,1.32%,金融保險業,22.74%
富邦金,2.06%,金融保險業,22.74%
國泰金,3.82%,金融保險業,22.74%
開發金,1.72%,金融保險業,22.74%
玉山金控,0.67%,金融保險業,22.74%
兆豐金,2.55%,金融保險業,22.74%
台新金控,1.23%,金融保險業,22.74%
新光金,1.38%,金融保險業,22.74%
永豐金控,1.49%,金融保險業,22.74%
中信金,2.42%,金融保險業,22.74%
第一金控,1.36%,金融保險業,22.74%
合庫,0.80%,金融保險業,22.74%
元京證,0.87%,金融保險業,22.74%
寶成工業,0.83%,其他,0.83%
台塑石化,0.77%,油電燃氣業,0.77%
聯電,3.66%,半導體業,23.98%
日月光,1.39%,半導體業,23.98%
矽品,1.18%,半導體業,23.98%
台積電,14.09%,半導體業,23.98%
南亞科,0.50%,半導體業,23.98%
聯發科,2.47%,半導體業,23.98%
聯詠,0.69%,半導體業,23.98%
光寶科技,1.62%,電腦及週邊設備業,9.31%
仁寶電腦,1.42%,電腦及週邊設備業,9.31%
佳世達,0.50%,電腦及週邊設備業,9.31%
宏碁,1.63%,電腦及週邊設備業,9.31%
華碩,3.07%,電腦及週邊設備業,9.31%
廣達,1.07%,電腦及週邊設備業,9.31%
友達,2.54%,光電業,3.12%
華映,0.58%,光電業,3.12%
中華電,2.87%,通信網路業,8.72%
宏達電,4.04%,通信網路業,8.72%
台灣大,0.94%,通信網路業,8.72%
遠傳,0.87%,通信網路業,8.72%
台達電,1.68%,電子零組件業,1.68%
鴻海,7.82%,其他電子業,10.64%
鴻準,1.86%,其他電子業,10.64%
可成科技,0.96%,其他電子業,10.64%
